"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","two_pt_md","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","status","reason","def_int","def_int_yds","def_int_td","pass_defended","year"
"Allen Lazard","WR","14","15","*","1","5","5.00","0","4","2","23","11.50","0","50.0%","5.75","0","0",NA,NA,NA,NA,NA,NA,"49","79%","0","0%","4","16%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Allen Lazard","WR","15","16","*","1","13","13.00","0","5","2","45","22.50","1","40.0%","9.00","1","6",NA,NA,NA,NA,NA,NA,"51","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Allen Lazard","WR","16","17","*","0","0","0","0","6","6","72","12.00","1","100.0%","12.00","1","6",NA,NA,NA,NA,NA,NA,"56","75%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Allen Lazard","WR","17","18","*","0","0","0","0","6","5","75","15.00","2","83.3%","12.50","2","12",NA,NA,NA,NA,NA,NA,"21","31%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Allen Lazard","WR","18","20","*",NA,NA,NA,NA,"1","1","6","6.00","0","100.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,"51","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","1","1","*",NA,NA,NA,NA,"1","1","19","19.00","0","100.0%","19.00",NA,NA,"0","0","0","0","0","0","15","26%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","2","2","*",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,"0","0","0","0","0","0","36","55%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","3","3","*",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,"0","0","0","0","0","0","25","40%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","4","4","*",NA,NA,NA,NA,"2","1","7","7.00","0","50.0%","3.50",NA,NA,"0","0","0","0","0","0","35","49%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","5","5","*",NA,NA,NA,NA,"2","2","34","17.00","0","100.0%","17.00",NA,NA,"0","0","0","0","0","0","29","45%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","6","6","*",NA,NA,NA,NA,"2","2","17","8.50","0","100.0%","8.50",NA,NA,"0","0","0","0","0","0","40","68%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","7","7","*",NA,NA,NA,NA,"3","3","31","10.33","0","100.0%","10.33",NA,NA,"0","0","0","0","0","0","21","38%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","8","8","*",NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,NA,"0","0","0","0","0","0","31","42%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","9","9","*",NA,NA,NA,NA,"1","1","-1","-1.00","0","100.0%","-1.00",NA,NA,"0","0","0","0","0","0","29","46%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","10","10","*",NA,NA,NA,NA,"2","2","10","5.00","0","100.0%","5.00",NA,NA,"0","0","0","0","0","0","42","57%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","11","11","*",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,"0","0","0","0","0","0","17","29%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","12","12","*",NA,NA,NA,NA,"3","2","4","2.00","0","66.7%","1.33",NA,NA,"1","0","0","0","0","0","33","40%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","13","14","*",NA,NA,NA,NA,"4","4","51","12.75","0","100.0%","12.75",NA,NA,"0","0","0","0","0","0","36","55%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","14","15","*",NA,NA,NA,NA,"3","3","40","13.33","0","100.0%","13.33",NA,NA,"0","0","0","0","0","0","31","50%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","15","16","*",NA,NA,NA,NA,"3","2","2","1.00","0","66.7%","0.67",NA,NA,"0","0","0","0","0","0","25","42%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","16","17","*",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,"0","0","0","0","0","0","13","17%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","17","18","*",NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,NA,"0","0","0","0","0","0","20","29%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Marcedes Lewis","TE","18","20","*",NA,NA,NA,NA,"1","1","0","0.00","0","100.0%","0.00",NA,NA,"1","1","0","0","0","0","26","46%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0",NA,NA,NA,NA,NA,NA,2021
"Tommylee Lewis","WR","14","15","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,"0","0%","0","0%","11","37%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1","5","5.00","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tommylee Lewis","WR","15","16","0",NA,NA,NA,NA,"2","1","7","7.00","0","50.0%","3.50",NA,NA,NA,NA,NA,NA,NA,NA,"3","5%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","23","23.00","0","2","-1","-0.50","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tommylee Lewis","WR","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Tommylee Lewis","WR","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Phillip Lindsay","RB","1","1","0","8","25","3.13","1","1","0","0","0","0","0.0%","0.00","1","6",NA,NA,NA,NA,NA,NA,"20","26%","0","0%","3","9%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","2","2","0","5","2","0.40","0","1","1","22","22.00","1","100.0%","22.00","1","6",NA,NA,NA,NA,NA,NA,"14","23%","0","0%","6","24%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","3","3","0","7","5","0.71","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"9","16%","0","0%","5","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","4","4","0","4","-1","-0.25","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"8","17%","0","0%","3","13%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","5","5","0","5","19","3.80","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"13","22%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","6","6","0","7","39","5.57","0","2","2","15","7.50","0","100.0%","7.50","0","0",NA,NA,NA,NA,NA,NA,"11","15%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","7","7","0","2","8","4.00","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"4","7%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","8","8","0","3","8","2.67","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"8","13%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","9","9","*","8","28","3.50","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"14","20%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","10","11","0","1","-3","-3.00","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"2","3%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","12","12","0","12","42","3.50","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"15","20%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","13","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Phillip Lindsay","RB","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Phillip Lindsay","RB","15","16","0","13","36","2.77","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"19","29%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","16","17","0","2","1","0.50","0","1","1","8","8.00","0","100.0%","8.00","0","0",NA,NA,NA,NA,NA,NA,"7","11%","0","0%","7","27%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","34","17.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Phillip Lindsay","RB","17","18","0","11","40","3.64","0","0","0","0","0","0","0.0%","0","0","0",NA,NA,NA,NA,NA,NA,"15","22%","0","0%","5","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","38","19.00","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Drew Lock","QB","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","4","4","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","30","49%","0","0%","0","0%","12","21","57.14","113","0","1","52.3","3","15","5.38","3.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Drew Lock","QB","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","11","12","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","1","0","0","0","0","0","19","31%","0","0%","0","0%","4","7","57.14","26","0","1","25.6","1","0","3.71","-2.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Drew Lock","QB","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Drew Lock","QB","14","15","0","1","-2","-2.00","0","0","0","0","0","0","0.0%","0","0","0","1","1","0","0","0","0","32","43%","0","0%","0","0%","6","12","50.00","88","1","0","102.1","1","9","7.33","9.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","1","0","1","0","0","0",NA,NA,NA,NA,NA,2021
"Drew Lock","QB","15","16","*","2","10","5.00","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","42","100%","0","0%","0","0%","15","22","68.18","153","0","0","87.9","2","13","6.95","6.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Drew Lock","QB","16","17","*","3","10","3.33","0","1","1","1","1.00","0","100.0%","1.00","0","0","0","0","0","0","0","0","57","95%","0","0%","0","0%","18","25","72.00","245","1","0","116.2","1","10","9.80","10.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Drew Lock","QB","17","18","*","4","35","8.75","2","0","0","0","0","0","0.0%","0","2","12","0","0","0","0","0","0","54","100%","0","0%","0","0%","12","24","50.00","162","0","0","71.9","1","5","6.75","6.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","0","0","0","0","0","0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","1","1","*","0","0","0","0","5","4","100","25.00","2","80.0%","20.00","2","12",NA,NA,NA,NA,NA,NA,"46","85%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","2","2","*","0","0","0","0","11","8","178","22.25","1","72.7%","16.18","1","6",NA,NA,NA,NA,NA,NA,"50","93%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","3","3","*","0","0","0","0","4","4","31","7.75","0","100.0%","7.75","0","0",NA,NA,NA,NA,NA,NA,"49","92%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","4","4","*","0","0","0","0","5","4","24","6.00","0","80.0%","4.80","0","0",NA,NA,NA,NA,NA,NA,"48","86%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","5","5","*","0","0","0","0","10","5","57","11.40","0","50.0%","5.70","0","0",NA,NA,NA,NA,NA,NA,"56","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","6","6","*","0","0","0","0","7","2","35","17.50","0","28.6%","5.00","0","0",NA,NA,NA,NA,NA,NA,"58","89%","0","0%","2","6%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3.00","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","7","7","*","0","0","0","0","3","2","12","6.00","0","66.7%","4.00","0","0",NA,NA,NA,NA,NA,NA,"48","86%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","8","8","*","0","0","0","0","13","12","142","11.83","0","92.3%","10.92","0","0",NA,NA,NA,NA,NA,NA,"44","77%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","9","10","*","0","0","0","0","8","2","23","11.50","0","25.0%","2.88","0","0",NA,NA,NA,NA,NA,NA,"58","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","10","11","*","0","0","0","0","5","4","115","28.75","0","80.0%","23.00","0","0",NA,NA,NA,NA,NA,NA,"45","92%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","11","12","*","0","0","0","0","5","3","96","32.00","0","60.0%","19.20","0","0",NA,NA,NA,NA,NA,NA,"47","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","12","13","*","0","0","0","0","8","7","68","9.71","1","87.5%","8.50","1","6",NA,NA,NA,NA,NA,NA,"59","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Tyler Lockett","WR","13","14","*","0","0","0","0","9","5","142","28.40","1","55.6%","15.78","1","8",NA,NA,NA,NA,NA,NA,"46","75%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
