"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","two_pt_md","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","status","reason","def_int","def_int_yds","def_int_td","pass_defended","year"
"Nelson Agholor","WR","10","10","0","0","0","0","0","4","2","21","10.50","0","50.0%","5.25","0","0",NA,NA,NA,NA,NA,NA,"47","70%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","11","11","*","0","0","0","0","5","5","40","8.00","1","100.0%","8.00","1","6",NA,NA,NA,NA,NA,NA,"49","77%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","12","12","*","0","0","0","0","3","3","20","6.67","0","100.0%","6.67","0","0",NA,NA,NA,NA,NA,NA,"50","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","13","13","*","1","6","6.00","0","1","0","0","0","0","0.0%","0.00","0","0",NA,NA,NA,NA,NA,NA,"25","49%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","14","15","*","0","0","0","0","6","4","34","8.50","0","66.7%","5.67","0","0",NA,NA,NA,NA,NA,NA,"32","47%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Nelson Agholor","WR","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Nelson Agholor","WR","17","18","*","0","0","0","0","3","1","23","23.00","0","33.3%","7.67","0","0",NA,NA,NA,NA,NA,NA,"55","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Nelson Agholor","WR","18","19","*",NA,NA,NA,NA,"2","1","18","18.00","0","50.0%","9.00",NA,NA,NA,NA,NA,NA,NA,NA,"52","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","1","1","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","10","13%","0","0%","14","40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","2","1","0.50","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","2","2","0","0","0","0","0","0","0","0","0","0","0.0%","0","1","6","0","0","0","0","0","0","4","7%","0","0%","10","40%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","120","60.00","1","1","2","2.00","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","3","3","0","0","0","0","0","0","0","0","0","0","0.0%","0","1","0","0","0","0","0","0","0","6","9%","0","0%","12","41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","18","18.00","0","1","10","10.00","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","4","4","0","1","11","11.00","0","1","1","27","27.00","0","100.0%","27.00","0","0","1","0","0","0","0","0","8","14%","0","0%","7","31%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","27","27.00","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","5","5","0","1","8","8.00","0","7","6","41","6.83","0","85.7%","5.86","0","0","0","0","0","0","0","0","45","63%","0","0%","11","42%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","85","21.25","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","6","6","*","0","0","0","0","6","5","78","15.60","0","83.3%","13.00","0","0","0","0","0","0","0","0","39","59%","0","0%","9","32%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","55","18.33","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","7","8","*","0","0","0","0","12","6","38","6.33","1","50.0%","3.17","1","6","0","0","0","0","0","0","55","72%","0","0%","11","48%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","68","17.00","0","2","17","8.50","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","8","9","0","1","11","11.00","0","5","3","27","9.00","0","60.0%","5.40","0","0","0","0","0","0","0","0","33","54%","0","0%","6","29%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","1","14","14.00","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","9","10","0","3","79","26.33","1","5","0","0","0","0","0.0%","0.00","1","6","0","0","0","0","0","0","50","76%","0","0%","13","41%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","101","20.20","0","4","30","7.50","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","10","11","0","1","2","2.00","0","3","3","18","6.00","0","100.0%","6.00","0","0","0","0","0","0","0","0","10","22%","0","0%","6","26%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","51","25.50","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Jamal Agnew","WR","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamal Agnew","WR","12","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamal Agnew","WR","13","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamal Agnew","WR","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamal Agnew","WR","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamal Agnew","WR","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Jamal Agnew","WR","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Salvon Ahmed","RB","1","1","0","3","4","1.33","0","3","2","24","12.00","0","66.7%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,"11","20%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","2","2","0","6","17","2.83","0","3","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,"23","31%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","3","3","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,"5","6%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","4","4","0","3","1","0.33","0","2","2","12","6.00","0","100.0%","6.00",NA,NA,NA,NA,NA,NA,NA,NA,"5","10%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","5","5","0","2","5","2.50","0","3","2","16","8.00","0","66.7%","5.33",NA,NA,NA,NA,NA,NA,NA,NA,"11","20%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","6","6","0","7","22","3.14","0","2","1","15","15.00","0","50.0%","7.50",NA,NA,NA,NA,NA,NA,NA,NA,"19","27%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","7","7","0","7","26","3.71","0","2","2","26","13.00","0","100.0%","13.00",NA,NA,NA,NA,NA,NA,NA,NA,"22","30%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","8","8","0","7","22","3.14","0","2","1","6","6.00","0","50.0%","3.00",NA,NA,NA,NA,NA,NA,NA,NA,"16","23%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","9","9","0","4","6","1.50","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,"14","19%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","10","10","0","2","6","3.00","0","1","1","9","9.00","0","100.0%","9.00",NA,NA,NA,NA,NA,NA,NA,NA,"9","13%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Salvon Ahmed","RB","12","12","0","5","17","3.40","0","1","1","9","9.00","0","100.0%","9.00",NA,NA,NA,NA,NA,NA,NA,NA,"13","18%","0","0%","2","7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","13","13","0","8","23","2.88","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,"22","32%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,2021
"Salvon Ahmed","RB","14","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Salvon Ahmed","RB","15","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Salvon Ahmed","RB","16","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Salvon Ahmed","RB","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Inactive",NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","1","1","0","0","0","0","0","0","0","0","0","0","0.0%","0","0","0","0","0","0","0","0","0","26","47%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","7.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","2","2","*","0","0","0","0","2","1","6","6.00","0","50.0%","3.00","0","0","0","0","0","0","0","0","38","54%","0","0%","2","10%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","13.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","3","3","*","1","8","8.00","0","6","4","37","9.25","1","66.7%","6.17","1","6","0","0","0","0","0","0","60","86%","0","0%","3","11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","23","11.50","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","4","4","*","0","0","0","0","3","1","15","15.00","0","33.3%","5.00","0","0","0","0","0","0","0","0","51","67%","0","0%","6","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","32","8.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","5","5","*","0","0","0","0","4","2","32","16.00","0","50.0%","8.00","0","0","0","0","0","0","0","0","46","71%","0","0%","3","16%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","6","3.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","6","7","*","1","3","3.00","0","1","1","6","6.00","0","100.0%","6.00","0","0","0","0","0","0","0","0","40","71%","0","0%","3","11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8","4.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","7","8","*","0","0","0","0","7","4","45","11.25","0","57.1%","6.43","0","2","0","0","0","0","0","0","49","88%","0","0%","2","7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","28","14.00","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","8","9","*","1","-2","-2.00","0","8","6","89","14.83","1","75.0%","11.13","1","6","1","1","0","0","0","0","55","93%","0","0%","3","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","34","11.33","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","9","10","*","0","0","0","0","4","3","26","8.67","0","75.0%","6.50","0","0","0","0","0","0","0","0","61","90%","0","0%","4","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","10","11","*","0","0","0","0","7","7","85","12.14","1","100.0%","12.14","1","6","0","0","0","0","0","0","64","93%","0","0%","5","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","11","12","*","1","4","4.00","0","6","3","91","30.33","0","50.0%","15.17","0","0","0","0","0","0","0","0","63","90%","0","0%","3","11%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","14","7.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","12","13","*","0","0","0","0","6","3","55","18.33","0","50.0%","9.17","0","0","0","0","0","0","0","0","54","93%","0","0%","5","17%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","-4","-4.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","13","14","*","1","4","4.00","0","10","6","62","10.33","1","60.0%","6.20","1","6","0","0","0","0","0","0","67","94%","0","0%","4","12%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","2.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","14","15","*","0","0","0","0","2","1","36","36.00","0","50.0%","18.00","0","0","0","0","0","0","0","0","56","98%","0","0%","2","8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8","4.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","15","16","*","0","0","0","0","5","4","40","10.00","1","80.0%","8.00","1","6","0","0","0","1","-4","0","55","93%","0","0%","5","22%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12","12.00","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","16","17","*","0","0","0","0","6","4","94","23.50","0","66.7%","15.67","0","0","1","0","0","1","0","0","56","90%","0","0%","5","20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","22","7.33","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","17","18","*","0","0","0","0","7","6","107","17.83","0","85.7%","15.29","0","0","0","0","0","0","0","0","65","93%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","18","19","*",NA,NA,NA,NA,"6","5","66","13.20","0","83.3%","11.00",NA,NA,NA,NA,NA,NA,NA,NA,"54","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","19","20","*",NA,NA,NA,NA,"1","0","0","0","0","0.0%","0.00",NA,NA,NA,NA,NA,NA,NA,NA,"52","96%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Brandon Aiyuk","WR","20","21","*",NA,NA,NA,NA,"8","4","69","17.25","0","50.0%","8.63",NA,NA,NA,NA,NA,NA,NA,NA,"48","94%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
"Cam Akers","RB","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
"Cam Akers","RB","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did Not Play",NA,NA,NA,NA,2021
