"player","position","game_num","week_num","gs","rush_att","rush_yds","rush_yds_per_att","rush_td","targets","rec","rec_yds","rec_yds_per_rec","rec_td","catch_pct","rec_yds_per_tgt","pass_cmp","pass_att","pass_cmp_perc","pass_yds","pass_td","pass_int","pass_rating","pass_sacked","pass_sacked_yds","pass_yds_per_att","pass_adj_yds_per_att","two_pt_md","all_td","scoring","fumbles","fumbles_lost","fumbles_forced","fumbles_rec","fumbles_rec_yds","fumbles_rec_td","offense","off_pct","defense","def_pct","special_teams","st_pct","kick_ret","kick_ret_yds","kick_ret_yds_per_ret","kick_ret_td","punt_ret","punt_ret_yds","punt_ret_yds_per_ret","punt_ret_td","sacks","tackles_solo","tackles_assists","tackles_combined","tackles_loss","qb_hits","safety_md","def_int","def_int_yds","def_int_td","pass_defended","year"
"Mo Alie-Cox","TE","10","11","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","33%","0","0%","5","20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","11","12","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","31%","0","0%","3","13%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","12","13","0",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","21%","0","0%","6","21%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","13","14","0",NA,NA,NA,NA,"1","1","8","8.00","0","100.0%","8.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","25%","0","0%","6","19%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","14","15","*",NA,NA,NA,NA,"0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","25%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","15","16","0",NA,NA,NA,NA,"1","1","21","21.00","0","100.0%","21.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","55%","0","0%","9","35%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Mo Alie-Cox","TE","16","17","0",NA,NA,NA,NA,"1","1","15","15.00","0","100.0%","15.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","57%","0","0%","7","26%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Brandon Allen","QB","9","9","*","5","13","2.60","0",NA,NA,NA,NA,NA,NA,NA,"12","20","60.00","193","2","0","125.6","3","18","9.65","11.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Brandon Allen","QB","10","11","*","3","18","6.00","0",NA,NA,NA,NA,NA,NA,NA,"17","39","43.59","240","1","1","61.9","2","8","6.15","5.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Brandon Allen","QB","11","12","*","2","8","4.00","0",NA,NA,NA,NA,NA,NA,NA,"10","25","40.00","82","0","1","32.4","4","33","3.28","1.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","7","7","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","4","14%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","8","8","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","8","31%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","9","9","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","18","58%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","10","10","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","23","70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","11","12","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0%","0","0%","17","61%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","12","13","0","1","4","4.00","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"3","5%","0","0%","14","64%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","13","14","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"3","6%","0","0%","23","70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","14","15","0","8","28","3.50","1","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,"14","21%","0","0%","17","57%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","15","16","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"2","3%","0","0%","22","65%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Javorius Allen","RB","16","17","0","1","4","4.00","0","2","1","9","9.00","0","50.0%","4.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"10","14%","0","0%","23","68%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","1","1","*","10","38","3.80","1",NA,NA,NA,NA,NA,NA,NA,"24","37","64.86","254","1","2","71.2","1","12","6.86","4.97","0","1","6","2","2","0","0","-1","0","66","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","2","2","*","7","21","3.00","1",NA,NA,NA,NA,NA,NA,NA,"19","30","63.33","253","1","0","101.1","3","16","8.43","9.10","0","1","6","0","0","0","0","0","0","70","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","3","3","*","9","46","5.11","0",NA,NA,NA,NA,NA,NA,NA,"23","36","63.89","243","1","1","81.1","1","2","6.75","6.06","0","0","0","2","0","0","1","0","0","76","99%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","4","4","*","5","26","5.20","1",NA,NA,NA,NA,NA,NA,NA,"13","28","46.43","153","0","3","24.0","4","31","5.46","0.64","0","1","6","1","0","0","0","0","0","58","73%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","5","5","*","10","27","2.70","0",NA,NA,NA,NA,NA,NA,NA,"23","32","71.88","219","2","1","98.3","4","15","6.84","6.69","0","0","0","0","0","0","0","0","0","64","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","6","7","*","4","32","8.00","0",NA,NA,NA,NA,NA,NA,NA,"16","26","61.54","202","2","0","111.4","2","14","7.77","9.31","1","0","2","0","0","0","0","0","0","55","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","7","8","*","8","45","5.63","0",NA,NA,NA,NA,NA,NA,NA,"16","34","47.06","169","2","0","81.6","4","14","4.97","6.15","0","0","0","3","1","0","1","0","0","59","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","8","9","*","8","12","1.50","1",NA,NA,NA,NA,NA,NA,NA,"14","20","70.00","160","1","0","110.4","2","14","8.00","9.00","0","1","6","2","0","0","1","0","0","62","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","9","10","*","6","28","4.67","2",NA,NA,NA,NA,NA,NA,NA,"22","41","53.66","266","0","0","73.8","1","6","6.49","6.49","0","2","12","1","0","0","0","0","0","68","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","10","11","*","7","56","8.00","1",NA,NA,NA,NA,NA,NA,NA,"21","33","63.64","256","3","0","117.7","0","0","7.76","9.58","0","1","6","0","0","0","0","0","0","71","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","11","12","*","9","56","6.22","0",NA,NA,NA,NA,NA,NA,NA,"15","25","60.00","185","2","1","92.9","1","5","7.40","7.20","0","0","0","0","0","0","0","0","0","74","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","12","13","*","10","43","4.30","1",NA,NA,NA,NA,NA,NA,NA,"19","24","79.17","231","1","0","120.7","4","27","9.63","10.46","0","1","6","1","0","0","1","0","0","66","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","13","14","*","2","9","4.50","0",NA,NA,NA,NA,NA,NA,NA,"17","39","43.59","146","1","0","62.6","6","41","3.74","4.26","0","0","0","2","1","0","0","0","0","73","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","14","15","*","7","28","4.00","1",NA,NA,NA,NA,NA,NA,NA,"13","25","52.00","139","1","1","65.2","1","8","5.56","4.56","0","1","6","0","0","0","0","0","0","65","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","15","16","*","7","43","6.14","0",NA,NA,NA,NA,NA,NA,NA,"13","26","50.00","208","2","0","102.7","4","32","8.00","9.54","0","0","0","0","0","0","0","0","0","54","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","16","17","*","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"3","5","60.00","5","0","0","64.6","0","0","1.00","1.00","0","0","0","0","0","0","0","0","0","7","11%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Josh Allen","QB","18","18","*","9","92","10.22","0","1","1","16","16.00","1","100.0%","16.00","24","46","52.17","264","0","0","69.5","3","27","5.74","5.74",NA,"1","6","2","1","0","0","0","0","85","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","1","1","*","0","0","0","0","10","8","123","15.38","1","80.0%","12.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,"52","83%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","2","2","*","0","0","0","0","15","8","98","12.25","0","53.3%","6.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"59","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","3","3","*","1","3","3.00","0","17","13","183","14.08","2","76.5%","10.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","12",NA,NA,NA,NA,NA,NA,"67","91%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","4","4","*","0","0","0","0","5","5","48","9.60","0","100.0%","9.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"56","84%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","5","5","*","0","0","0","0","6","4","18","4.50","0","66.7%","3.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"69","99%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","6","6","*","0","0","0","0","6","2","33","16.50","0","33.3%","5.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"60","97%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","7","7","*","0","0","0","0","11","4","61","15.25","0","36.4%","5.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"59","94%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","8","8","*","0","0","0","0","10","7","53","7.57","0","70.0%","5.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"31","69%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","9","9","*","0","0","0","0","4","3","40","13.33","0","75.0%","10.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"62","87%","0","0%","2","8%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","10","10","*","1","18","18.00","0","11","8","68","8.50","0","72.7%","6.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"64","85%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","11","11","*","0","0","0","0","12","8","71","8.88","1","66.7%","5.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,"70","89%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","12","13","*","0","0","0","0","6","6","68","11.33","1","100.0%","11.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,"59","95%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","13","14","*","0","0","0","0","6","5","83","16.60","0","83.3%","13.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"40","67%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","14","15","*","0","0","0","0","10","9","99","11.00","0","90.0%","9.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"58","94%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","15","16","*","1","-5","-5.00","0","10","5","71","14.20","0","50.0%","7.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"53","87%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Keenan Allen","WR","16","17","*","0","0","0","0","10","9","82","9.11","1","90.0%","8.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6",NA,NA,NA,NA,NA,NA,"72","94%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","3","3","*","3","-1","-0.33","0",NA,NA,NA,NA,NA,NA,NA,"19","26","73.08","261","4","0","144.4","2","21","10.04","13.12",NA,"0","0","2","1","0","1","0","0","60","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","4","4","*","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"24","34","70.59","232","0","0","89.3","3","29","6.82","6.82",NA,"0","0","3","3","0","0","0","0","67","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","5","5","*","1","4","4.00","0",NA,NA,NA,NA,NA,NA,NA,"17","30","56.67","181","1","0","85.6","3","21","6.03","6.70",NA,"0","0","1","0","0","0","0","0","63","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","6","6","*","3","3","1.00","0",NA,NA,NA,NA,NA,NA,NA,"20","32","62.50","227","2","0","104.6","2","18","7.09","8.34",NA,"0","0","0","0","0","0","0","0","66","97%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","7","8","*","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"19","37","51.35","158","0","3","28.9","7","58","4.27","0.62",NA,"0","0","0","0","0","0","0","0","68","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","8","9","*","3","-4","-1.33","0",NA,NA,NA,NA,NA,NA,NA,"17","32","53.13","232","2","1","84.4","3","18","7.25","7.09",NA,"0","0","0","0","0","0","0","0","71","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","9","10","*","3","12","4.00","0",NA,NA,NA,NA,NA,NA,NA,"28","43","65.12","307","1","1","84.2","3","26","7.14","6.56",NA,"0","0","1","1","0","0","-2","0","72","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","10","11","*","1","7","7.00","0",NA,NA,NA,NA,NA,NA,NA,"31","50","62.00","325","0","4","47.5","5","55","6.50","2.90",NA,"0","0","0","0","0","0","0","0","74","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","11","12","*","1","9","9.00","0",NA,NA,NA,NA,NA,NA,NA,"23","36","63.89","256","3","0","112.7","4","26","7.11","8.78",NA,"0","0","1","0","0","0","0","0","74","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","12","13","*","4","22","5.50","1",NA,NA,NA,NA,NA,NA,NA,"27","46","58.70","278","2","1","81.6","7","65","6.04","5.93",NA,"1","6","2","1","0","1","-2","0","73","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","13","14","*","6","24","4.00","1",NA,NA,NA,NA,NA,NA,NA,"28","41","68.29","293","1","2","76.6","5","48","7.15","5.44",NA,"1","6","2","1","0","0","0","0","71","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","14","15","*","5","25","5.00","0",NA,NA,NA,NA,NA,NA,NA,"25","41","60.98","277","1","3","58.7","1","8","6.76","3.95",NA,"0","0","1","0","0","1","-3","0","72","100%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Kyle Allen","QB","16","17","0","2","5","2.50","0",NA,NA,NA,NA,NA,NA,NA,"25","41","60.98","295","0","1","72.7","1","4","7.20","6.10",NA,"0","0","0","0","0","0","0","0","54","76%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","1","1","0","0","0","0","0","0","0","0","0","0","0.0%","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","30","49%","0","0%","5","20%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","2","2","0","0","0","0","0","4","4","25","6.25","1","100.0%","6.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","6","1","1","0","0","0","0","31","44%","0","0%","2","7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","3","3","0","0","0","0","0","3","1","-1","-1.00","0","33.3%","-0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","26","48%","0","0%","4","15%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","4","4","0","1","7","7.00","0","4","3","52","17.33","1","75.0%","13.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","6","0","0","0","0","0","0","63","80%","0","0%","10","37%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","5","5","*","0","0","0","0","6","2","28","14.00","0","33.3%","4.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","62","86%","0","0%","1","3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","6","6","*","0","0","0","0","7","3","40","13.33","0","42.9%","5.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","32","43%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","7","7","*","0","0","0","0","5","4","33","8.25","0","80.0%","6.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","32","55%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","8","8","*","0","0","0","0","3","1","7","7.00","0","33.3%","2.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","42","63%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","9","9","0","0","0","0","0","2","2","21","10.50","0","100.0%","10.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","32","64%","0","0%","0","0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
"Geronimo Allison","WR","10","10","*","0","0","0","0","3","3","6","2.00","0","100.0%","2.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","40","63%","0","0%","1","4%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
